datetime,jour_ouvrable,conditions_meteo,temperature,humidite,vitesse_vent,vacances,saison,nb_locations
2011-01-06 22:00:00,1,(2) nuageux,9.02,51,19.0012,non,printemps,52
2011-01-06 23:00:00,1,(2) nuageux,8.2,59,12.998,non,printemps,23
2011-01-07 00:00:00,1,(2) nuageux,8.2,64,12.998,non,printemps,17
2011-01-07 01:00:00,1,(2) nuageux,8.2,69,15.0013,non,printemps,7
2011-01-07 02:00:00,1,(2) nuageux,8.2,69,15.0013,non,printemps,1
2011-01-07 04:00:00,1,(2) nuageux,8.2,69,8.9981,non,printemps,1
2011-01-07 05:00:00,1,(3) pluie,9.02,55,0.0,non,printemps,5
2011-01-07 06:00:00,1,(2) nuageux,8.2,69,0.0,non,printemps,34
2011-01-07 07:00:00,1,(1) temps clair,8.2,69,8.9981,non,printemps,84
2011-01-07 08:00:00,1,(1) temps clair,8.2,51,16.9979,non,printemps,210
2011-01-07 09:00:00,1,(1) temps clair,8.2,47,19.9995,non,printemps,134
2011-01-07 10:00:00,1,(1) temps clair,9.02,37,22.0028,non,printemps,63
2011-01-07 11:00:00,1,(2) nuageux,8.2,40,15.0013,non,printemps,67
2011-01-07 12:00:00,1,(2) nuageux,8.2,37,16.9979,non,printemps,59
2011-01-07 13:00:00,1,(2) nuageux,8.2,37,19.0012,non,printemps,73
2011-01-07 14:00:00,1,(2) nuageux,8.2,40,16.9979,non,printemps,50
2011-01-07 15:00:00,1,(2) nuageux,8.2,37,11.0014,non,printemps,72
2011-01-07 16:00:00,1,(2) nuageux,8.2,37,11.0014,non,printemps,87
2011-01-07 17:00:00,1,(2) nuageux,8.2,37,0.0,non,printemps,187
2011-01-07 18:00:00,1,(1) temps clair,8.2,40,6.0032,non,printemps,123
2011-01-07 19:00:00,1,(1) temps clair,6.56,55,6.0032,non,printemps,95
2011-01-07 20:00:00,1,(1) temps clair,7.38,47,7.0015,non,printemps,51
2011-01-07 21:00:00,1,(1) temps clair,7.38,47,8.9981,non,printemps,39
2011-01-07 22:00:00,1,(2) nuageux,7.38,43,11.0014,non,printemps,36
2011-01-07 23:00:00,1,(2) nuageux,7.38,51,11.0014,non,printemps,15
2011-01-08 00:00:00,0,(2) nuageux,7.38,51,11.0014,non,printemps,25
2011-01-08 01:00:00,0,(2) nuageux,7.38,55,6.0032,non,printemps,16
2011-01-08 02:00:00,0,(2) nuageux,7.38,55,0.0,non,printemps,16
2011-01-08 03:00:00,0,(3) pluie,7.38,55,11.0014,non,printemps,7
2011-01-08 04:00:00,0,(3) pluie,7.38,55,11.0014,non,printemps,1
2011-01-08 05:00:00,0,(2) nuageux,6.56,74,11.0014,non,printemps,5
2011-01-08 06:00:00,0,(2) nuageux,6.56,74,11.0014,non,printemps,2
2011-01-08 07:00:00,0,(2) nuageux,6.56,74,7.0015,non,printemps,9
2011-01-08 08:00:00,0,(3) pluie,6.56,93,7.0015,non,printemps,15
2011-01-08 09:00:00,0,(3) pluie,6.56,93,7.0015,non,printemps,20
2011-01-08 10:00:00,0,(2) nuageux,7.38,80,11.0014,non,printemps,61
2011-01-08 11:00:00,0,(2) nuageux,8.2,69,26.0027,non,printemps,62
2011-01-08 12:00:00,0,(2) nuageux,8.2,59,23.9994,non,printemps,98
2011-01-08 13:00:00,0,(1) temps clair,8.2,44,22.0028,non,printemps,102
2011-01-08 14:00:00,0,(1) temps clair,8.2,32,32.9975,non,printemps,95
2011-01-08 15:00:00,0,(1) temps clair,8.2,32,30.0026,non,printemps,74
2011-01-08 16:00:00,0,(1) temps clair,7.38,29,30.0026,non,printemps,76
2011-01-08 17:00:00,0,(1) temps clair,6.56,37,36.9974,non,printemps,69
2011-01-08 18:00:00,0,(1) temps clair,5.74,39,19.9995,non,printemps,55
2011-01-08 19:00:00,0,(1) temps clair,5.74,36,16.9979,non,printemps,30
2011-01-08 20:00:00,0,(1) temps clair,4.92,36,16.9979,non,printemps,28
2011-01-08 21:00:00,0,(1) temps clair,4.92,39,23.9994,non,printemps,37
2011-01-08 22:00:00,0,(1) temps clair,4.92,36,26.0027,non,printemps,34
2011-01-08 23:00:00,0,(1) temps clair,4.1,39,30.0026,non,printemps,22
2011-01-09 00:00:00,0,(1) temps clair,4.1,42,26.0027,non,printemps,25
2011-01-09 01:00:00,0,(1) temps clair,4.1,42,31.0009,non,printemps,12
2011-01-09 02:00:00,0,(1) temps clair,4.1,46,31.0009,non,printemps,11
2011-01-09 03:00:00,0,(1) temps clair,4.1,46,27.9993,non,printemps,4
2011-01-09 04:00:00,0,(1) temps clair,3.28,53,12.998,non,printemps,1
2011-01-09 05:00:00,0,(1) temps clair,3.28,53,12.998,non,printemps,1
2011-01-09 06:00:00,0,(1) temps clair,4.1,49,19.0012,non,printemps,1
2011-01-09 07:00:00,0,(1) temps clair,3.28,53,12.998,non,printemps,6
2011-01-09 08:00:00,0,(1) temps clair,4.1,49,19.0012,non,printemps,10
2011-01-09 09:00:00,0,(1) temps clair,4.92,46,35.0008,non,printemps,19
2011-01-09 10:00:00,0,(1) temps clair,5.74,43,26.0027,non,printemps,49
2011-01-09 11:00:00,0,(1) temps clair,6.56,40,35.0008,non,printemps,49
2011-01-09 12:00:00,0,(1) temps clair,7.38,37,30.0026,non,printemps,83
2011-01-09 13:00:00,0,(1) temps clair,8.2,34,30.0026,non,printemps,75
2011-01-09 14:00:00,0,(1) temps clair,9.02,32,31.0009,non,printemps,72
2011-01-09 15:00:00,0,(1) temps clair,9.02,35,23.9994,non,printemps,82
2011-01-09 16:00:00,0,(1) temps clair,8.2,34,30.0026,non,printemps,92
2011-01-09 17:00:00,0,(1) temps clair,7.38,37,26.0027,non,printemps,62
2011-01-09 18:00:00,0,(1) temps clair,6.56,40,22.0028,non,printemps,48
2011-01-09 19:00:00,0,(1) temps clair,6.56,43,22.0028,non,printemps,41
2011-01-09 20:00:00,0,(1) temps clair,5.74,46,16.9979,non,printemps,38
2011-01-09 21:00:00,0,(1) temps clair,5.74,46,27.9993,non,printemps,20
2011-01-09 22:00:00,0,(1) temps clair,5.74,46,19.9995,non,printemps,15
2011-01-09 23:00:00,0,(1) temps clair,4.92,50,12.998,non,printemps,6
2011-01-10 00:00:00,1,(1) temps clair,4.92,50,19.0012,non,printemps,5
2011-01-10 01:00:00,1,(1) temps clair,4.92,50,19.0012,non,printemps,1
2011-01-10 02:00:00,1,(1) temps clair,4.92,50,15.0013,non,printemps,3
2011-01-10 03:00:00,1,(1) temps clair,4.92,50,15.0013,non,printemps,1
2011-01-10 04:00:00,1,(1) temps clair,4.1,54,8.9981,non,printemps,3
2011-01-10 05:00:00,1,(1) temps clair,4.1,54,16.9979,non,printemps,3
2011-01-10 06:00:00,1,(1) temps clair,4.92,50,19.0012,non,printemps,31
2011-01-10 07:00:00,1,(1) temps clair,4.92,50,15.0013,non,printemps,77
2011-01-10 08:00:00,1,(2) nuageux,4.92,50,19.0012,non,printemps,188
2011-01-10 09:00:00,1,(2) nuageux,5.74,50,16.9979,non,printemps,94
2011-01-10 10:00:00,1,(2) nuageux,5.74,50,19.9995,non,printemps,31
2011-01-10 11:00:00,1,(2) nuageux,6.56,47,19.0012,non,printemps,30
2011-01-10 12:00:00,1,(2) nuageux,8.2,40,19.0012,non,printemps,52
2011-01-10 13:00:00,1,(2) nuageux,8.2,40,19.0012,non,printemps,54
2011-01-10 14:00:00,1,(2) nuageux,8.2,40,15.0013,non,printemps,47
2011-01-10 15:00:00,1,(2) nuageux,8.2,40,15.0013,non,printemps,45
2011-01-10 16:00:00,1,(1) temps clair,8.2,40,8.9981,non,printemps,74
2011-01-10 17:00:00,1,(1) temps clair,8.2,40,7.0015,non,printemps,178
2011-01-10 18:00:00,1,(1) temps clair,8.2,40,15.0013,non,printemps,155
2011-01-10 19:00:00,1,(1) temps clair,6.56,47,11.0014,non,printemps,95
2011-01-10 20:00:00,1,(1) temps clair,6.56,50,11.0014,non,printemps,74
2011-01-10 21:00:00,1,(1) temps clair,5.74,59,12.998,non,printemps,38
2011-01-10 22:00:00,1,(1) temps clair,5.74,59,11.0014,non,printemps,24
2011-01-10 23:00:00,1,(1) temps clair,5.74,59,11.0014,non,printemps,18
2011-01-11 00:00:00,1,(1) temps clair,5.74,59,7.0015,non,printemps,12
2011-01-11 01:00:00,1,(1) temps clair,5.74,59,11.0014,non,printemps,3
2011-01-11 02:00:00,1,(2) nuageux,6.56,55,12.998,non,printemps,3
2011-01-11 05:00:00,1,(2) nuageux,6.56,55,8.9981,non,printemps,6
2011-01-11 06:00:00,1,(2) nuageux,6.56,55,8.9981,non,printemps,27
2011-01-11 07:00:00,1,(2) nuageux,6.56,55,0.0,non,printemps,99
2011-01-11 08:00:00,1,(2) nuageux,7.38,51,6.0032,non,printemps,217
2011-01-11 09:00:00,1,(2) nuageux,7.38,51,11.0014,non,printemps,130
2011-01-11 10:00:00,1,(2) nuageux,8.2,51,11.0014,non,printemps,54
2011-01-11 11:00:00,1,(2) nuageux,8.2,47,8.9981,non,printemps,35
2011-01-11 12:00:00,1,(2) nuageux,8.2,51,7.0015,non,printemps,57
2011-01-11 13:00:00,1,(2) nuageux,8.2,59,6.0032,non,printemps,52
2011-01-11 14:00:00,1,(2) nuageux,8.2,59,6.0032,non,printemps,63
2011-01-11 15:00:00,1,(2) nuageux,6.56,80,6.0032,non,printemps,47
2011-01-11 16:00:00,1,(2) nuageux,6.56,86,15.0013,non,printemps,76
2011-01-11 17:00:00,1,(2) nuageux,6.56,86,15.0013,non,printemps,136
2011-01-11 18:00:00,1,(3) pluie,6.56,93,7.0015,non,printemps,95
2011-01-11 19:00:00,1,(3) pluie,6.56,93,0.0,non,printemps,51
2011-01-11 20:00:00,1,(3) pluie,6.56,93,12.998,non,printemps,32
2011-01-11 21:00:00,1,(3) pluie,6.56,86,6.0032,non,printemps,20
2011-01-11 22:00:00,1,(3) pluie,6.56,93,7.0015,non,printemps,29
2011-01-11 23:00:00,1,(3) pluie,6.56,93,6.0032,non,printemps,19
2011-01-12 00:00:00,1,(2) nuageux,6.56,86,6.0032,non,printemps,7
2011-01-12 01:00:00,1,(2) nuageux,6.56,86,7.0015,non,printemps,6
2011-01-12 02:00:00,1,(1) temps clair,5.74,86,8.9981,non,printemps,1
2011-01-12 05:00:00,1,(1) temps clair,5.74,86,11.0014,non,printemps,5
2011-01-12 06:00:00,1,(1) temps clair,4.92,93,8.9981,non,printemps,16
2011-01-12 07:00:00,1,(1) temps clair,5.74,69,8.9981,non,printemps,54
2011-01-12 08:00:00,1,(1) temps clair,6.56,59,11.0014,non,printemps,128
2011-01-12 09:00:00,1,(1) temps clair,6.56,59,22.0028,non,printemps,81
2011-01-12 10:00:00,1,(1) temps clair,7.38,55,15.0013,non,printemps,39
2011-01-12 11:00:00,1,(1) temps clair,8.2,51,26.0027,non,printemps,35
2011-01-12 12:00:00,1,(1) temps clair,8.2,47,39.0007,non,printemps,55
2011-01-12 13:00:00,1,(1) temps clair,9.02,44,23.9994,non,printemps,49
2011-01-12 14:00:00,1,(1) temps clair,8.2,47,22.0028,non,printemps,44
2011-01-12 15:00:00,1,(1) temps clair,8.2,47,27.9993,non,printemps,49
2011-01-12 16:00:00,1,(1) temps clair,9.02,44,22.0028,non,printemps,68
2011-01-12 17:00:00,1,(1) temps clair,8.2,47,23.9994,non,printemps,139
2011-01-12 18:00:00,1,(1) temps clair,8.2,47,35.0008,non,printemps,137
2011-01-12 19:00:00,1,(1) temps clair,7.38,47,27.9993,non,printemps,83
2011-01-12 20:00:00,1,(1) temps clair,6.56,50,22.0028,non,printemps,56
2011-01-12 21:00:00,1,(1) temps clair,6.56,55,22.0028,non,printemps,57
2011-01-12 22:00:00,1,(1) temps clair,6.56,55,30.0026,non,printemps,33
2011-01-12 23:00:00,1,(1) temps clair,5.74,59,27.9993,non,printemps,20
2011-01-13 00:00:00,1,(1) temps clair,5.74,59,19.0012,non,printemps,7
2011-01-13 01:00:00,1,(1) temps clair,5.74,50,19.0012,non,printemps,2
2011-01-13 02:00:00,1,(1) temps clair,5.74,50,23.9994,non,printemps,2
2011-01-13 03:00:00,1,(1) temps clair,5.74,50,22.0028,non,printemps,3
2011-01-13 04:00:00,1,(1) temps clair,5.74,50,16.9979,non,printemps,4
2011-01-13 05:00:00,1,(1) temps clair,5.74,50,19.9995,non,printemps,3
2011-01-13 06:00:00,1,(1) temps clair,4.92,54,8.9981,non,printemps,28
2011-01-13 07:00:00,1,(1) temps clair,4.92,54,8.9981,non,printemps,72
2011-01-13 08:00:00,1,(1) temps clair,5.74,50,12.998,non,printemps,202
2011-01-13 09:00:00,1,(1) temps clair,5.74,50,22.0028,non,printemps,139
2011-01-13 10:00:00,1,(2) nuageux,6.56,50,23.9994,non,printemps,38
2011-01-13 11:00:00,1,(2) nuageux,8.2,44,30.0026,non,printemps,37
2011-01-13 12:00:00,1,(1) temps clair,8.2,44,27.9993,non,printemps,52
2011-01-13 13:00:00,1,(1) temps clair,9.02,41,30.0026,non,printemps,83
2011-01-13 14:00:00,1,(1) temps clair,9.02,41,26.0027,non,printemps,42
2011-01-13 15:00:00,1,(1) temps clair,9.84,38,19.9995,non,printemps,60
2011-01-13 16:00:00,1,(1) temps clair,9.84,38,23.9994,non,printemps,78
2011-01-13 17:00:00,1,(1) temps clair,8.2,40,19.0012,non,printemps,162
2011-01-13 18:00:00,1,(1) temps clair,8.2,40,22.0028,non,printemps,144
2011-01-13 19:00:00,1,(1) temps clair,6.56,47,16.9979,non,printemps,99
2011-01-13 20:00:00,1,(1) temps clair,6.56,47,15.0013,non,printemps,64
2011-01-13 21:00:00,1,(1) temps clair,5.74,46,19.9995,non,printemps,40
2011-01-13 22:00:00,1,(1) temps clair,5.74,46,22.0028,non,printemps,30
2011-01-13 23:00:00,1,(1) temps clair,4.92,50,12.998,non,printemps,15
2011-01-14 00:00:00,1,(1) temps clair,4.92,50,12.998,non,printemps,14
2011-01-14 01:00:00,1,(1) temps clair,4.1,54,11.0014,non,printemps,5
2011-01-14 02:00:00,1,(1) temps clair,4.1,54,8.9981,non,printemps,1
2011-01-14 03:00:00,1,(1) temps clair,4.1,54,7.0015,non,printemps,1
2011-01-14 05:00:00,1,(1) temps clair,4.1,54,6.0032,non,printemps,8
2011-01-14 06:00:00,1,(1) temps clair,4.1,54,0.0,non,printemps,17
2011-01-14 07:00:00,1,(1) temps clair,4.1,74,11.0014,non,printemps,70
2011-01-14 08:00:00,1,(1) temps clair,4.92,68,0.0,non,printemps,158
2011-01-14 09:00:00,1,(1) temps clair,5.74,69,8.9981,non,printemps,117
2011-01-14 10:00:00,1,(1) temps clair,7.38,55,12.998,non,printemps,44
2011-01-14 11:00:00,1,(1) temps clair,7.38,51,19.0012,non,printemps,53
2011-01-14 12:00:00,1,(1) temps clair,8.2,44,16.9979,non,printemps,61
2011-01-14 13:00:00,1,(1) temps clair,9.02,37,26.0027,non,printemps,77
2011-01-14 14:00:00,1,(1) temps clair,9.02,41,19.0012,non,printemps,64
2011-01-14 15:00:00,1,(1) temps clair,9.84,38,11.0014,non,printemps,68
2011-01-14 16:00:00,1,(1) temps clair,9.02,41,7.0015,non,printemps,90
2011-01-14 17:00:00,1,(1) temps clair,9.02,41,11.0014,non,printemps,159
2011-01-14 18:00:00,1,(1) temps clair,8.2,47,0.0,non,printemps,139
2011-01-14 19:00:00,1,(1) temps clair,6.56,59,6.0032,non,printemps,92
2011-01-14 20:00:00,1,(1) temps clair,7.38,59,0.0,non,printemps,68
2011-01-14 21:00:00,1,(1) temps clair,6.56,69,0.0,non,printemps,52
2011-01-14 22:00:00,1,(2) nuageux,6.56,69,0.0,non,printemps,36
2011-01-14 23:00:00,1,(2) nuageux,7.38,55,0.0,non,printemps,27
2011-01-15 00:00:00,0,(1) temps clair,7.38,55,0.0,non,printemps,28
2011-01-15 01:00:00,0,(2) nuageux,6.56,59,6.0032,non,printemps,20
2011-01-15 02:00:00,0,(2) nuageux,6.56,59,6.0032,non,printemps,12
2011-01-15 03:00:00,0,(2) nuageux,6.56,59,0.0,non,printemps,8
2011-01-15 04:00:00,0,(2) nuageux,6.56,59,0.0,non,printemps,5
2011-01-15 05:00:00,0,(1) temps clair,6.56,59,0.0,non,printemps,1
2011-01-15 06:00:00,0,(1) temps clair,5.74,63,7.0015,non,printemps,3
2011-01-15 07:00:00,0,(1) temps clair,5.74,63,0.0,non,printemps,10
